transaction_id,customer_id,product_id,city,transaction_date,quantity,price,discount,revenue
31,455,107,Bangalore,2025-06-03,4,50000.0,0.3,140000.0
32,367,105,Delhi,2025-11-14,4,45000.0,0.4,108000.0
34,968,107,Hyderabad,2025-11-09,4,50000.0,0.15,170000.0
35,390,110,Mumbai,2025-05-25,2,45000.0,0.1,81000.0
36,528,102,Chennai,2025-07-19,2,70000.0,0.1,126000.0
37,46,103,Delhi,2026-01-07,3,1300.0,0.1,3510.0
38,437,104,Delhi,2026-01-21,1,8000.0,0.25,6000.0
39,234,104,Delhi,2025-12-01,1,8000.0,0.1,7200.0
40,391,103,Mumbai,2026-08-03,2,1300.0,0.3,1820.0
41,743,103,Delhi,2025-12-22,3,1300.0,0.1,3510.0
42,17,105,Bangalore,2025-07-11,2,45000.0,0.3,62999.99999999999
43,861,105,Bangalore,2025-05-26,5,45000.0,0.4,135000.0
44,213,104,Hyderabad,2025-05-14,3,8000.0,0.25,18000.0
45,220,104,Bangalore,2025-11-23,4,8000.0,0.15,27200.0
46,463,104,Delhi,2025-04-27,5,8000.0,0.1,36000.0
47,429,101,Delhi,2025-08-27,4,250000.0,0.1,900000.0
48,222,108,Delhi,2025-07-11,1,15000.0,0.25,11250.0
49,971,103,Chennai,2025-07-10,5,1300.0,0.2,5200.0
50,670,106,Chennai,2025-05-31,5,80000.0,0.15,340000.0
51,485,107,Delhi,2025-07-12,2,50000.0,0.1,90000.0
52,883,104,Delhi,2025-07-17,1,8000.0,0.4,4800.0
53,202,103,Delhi,2025-11-03,1,1300.0,0.15,1105.0
54,817,107,Chennai,2025-07-25,3,50000.0,0.25,112500.0
55,801,104,Delhi,2025-10-01,5,8000.0,0.3,28000.0
56,284,104,Chennai,2026-02-20,2,8000.0,0.4,9600.0
57,72,105,Chennai,2025-12-31,5,45000.0,0.2,180000.0
58,873,101,Hyderabad,2025-10-28,3,250000.0,0.15,637500.0
59,854,108,Hyderabad,2025-07-13,3,15000.0,0.15,38250.0
60,874,106,Mumbai,2025-05-20,5,80000.0,0.25,300000.0
61,507,104,Delhi,2025-12-23,2,8000.0,0.3,11200.0
62,736,104,Delhi,2025-06-07,4,8000.0,0.05,30400.0
63,182,107,Hyderabad,2026-02-25,5,50000.0,0.35,162500.0
64,341,110,Mumbai,2025-12-14,3,45000.0,0.1,121500.0
65,937,108,Mumbai,2025-04-22,2,15000.0,0.25,22500.0
66,164,104,Chennai,2025-04-16,2,8000.0,0.3,11200.0
67,188,109,Hyderabad,2026-04-04,3,65000.0,0.3,136500.0
68,603,104,Chennai,2025-09-30,4,8000.0,0.15,27200.0
69,656,104,Hyderabad,2025-08-29,1,8000.0,0.1,7200.0
70,687,110,Hyderabad,2026-04-05,1,45000.0,0.1,40500.0
71,186,105,Chennai,2026-01-23,2,45000.0,0.3,62999.99999999999
72,865,102,Hyderabad,2026-04-07,1,70000.0,0.2,56000.0
73,523,101,Chennai,2026-03-09,4,250000.0,0.1,900000.0
75,729,108,Mumbai,2025-08-10,1,15000.0,0.1,13500.0
78,874,104,Mumbai,2025-06-11,4,8000.0,0.1,28800.0
79,977,102,Chennai,2025-05-16,5,70000.0,0.3,245000.0
80,735,108,Bangalore,2025-06-20,5,15000.0,0.05,71250.0
81,704,107,Chennai,2026-04-14,5,50000.0,0.25,187500.0
82,578,101,Chennai,2025-06-18,4,250000.0,0.4,600000.0
83,11,110,Delhi,2025-06-28,3,45000.0,0.2,108000.0
84,379,105,Mumbai,2025-11-07,5,45000.0,0.2,180000.0
85,108,101,Delhi,2025-08-30,5,250000.0,0.1,1125000.0
86,427,103,Delhi,2026-01-09,4,1300.0,0.05,4940.0
87,454,102,Mumbai,2025-11-04,1,70000.0,0.15,59500.0
88,975,110,Hyderabad,2026-02-02,3,45000.0,0.2,108000.0
89,992,107,Hyderabad,2025-12-20,5,50000.0,0.15,212500.0
90,439,102,Mumbai,2026-03-24,3,70000.0,0.4,126000.0
91,645,102,Mumbai,2026-01-05,1,70000.0,0.4,42000.0
92,728,108,Chennai,2026-03-28,1,15000.0,0.05,14250.0
93,403,102,Bangalore,2025-12-16,5,70000.0,0.15,297500.0
94,50,104,Mumbai,2025-02-11,4,8000.0,0.25,24000.0
95,478,107,Mumbai,2025-07-18,1,50000.0,0.4,30000.0
96,153,110,Hyderabad,2025-12-27,1,45000.0,0.15,38250.0
98,372,105,Mumbai,2025-10-31,5,45000.0,0.15,191250.0
99,753,102,Delhi,2025-10-07,3,70000.0,0.15,178500.0
100,864,109,Chennai,2025-04-20,1,65000.0,0.15,55250.0
101,645,102,Mumbai,2026-02-19,1,70000.0,0.25,52500.0
102,1000,103,Bangalore,2025-05-30,3,1300.0,0.15,3315.0
103,909,105,Chennai,2025-09-05,3,45000.0,0.35,87750.0
104,788,107,Bangalore,2025-06-30,2,50000.0,0.15,85000.0
105,713,107,Hyderabad,2026-02-26,1,50000.0,0.05,47500.0
106,54,105,Hyderabad,2026-02-27,2,45000.0,0.05,85500.0
107,89,106,Hyderabad,2025-03-09,4,80000.0,0.35,208000.0
108,724,103,Chennai,2025-06-22,4,1300.0,0.35,3380.0
109,128,104,Bangalore,2026-02-03,3,8000.0,0.2,19200.0
110,264,107,Bangalore,2025-08-25,2,50000.0,0.2,80000.0
111,637,106,Bangalore,2026-02-18,5,80000.0,0.1,360000.0
112,381,102,Hyderabad,2025-09-14,1,70000.0,0.15,59500.0
113,286,108,Hyderabad,2026-01-12,4,15000.0,0.4,36000.0
114,484,101,Bangalore,2025-04-07,3,250000.0,0.25,562500.0
115,270,107,Chennai,2025-12-16,1,50000.0,0.1,45000.0
116,756,103,Bangalore,2025-11-22,4,1300.0,0.2,4160.0
117,937,107,Mumbai,2025-07-28,4,50000.0,0.35,130000.0
118,206,105,Chennai,2025-04-18,1,45000.0,0.4,27000.0
119,822,101,Hyderabad,2026-02-24,2,250000.0,0.25,375000.0
120,618,110,Chennai,2025-09-23,5,45000.0,0.25,168750.0
121,175,109,Hyderabad,2025-05-30,1,65000.0,0.25,48750.0
122,549,102,Bangalore,2025-05-17,4,70000.0,0.15,238000.0
123,387,110,Mumbai,2025-06-30,5,45000.0,0.3,157500.0
124,592,104,Delhi,2026-03-04,3,8000.0,0.35,15600.0
125,580,107,Chennai,2025-10-13,2,50000.0,0.25,75000.0
126,17,101,Bangalore,2026-02-25,1,250000.0,0.15,212500.0
127,115,101,Chennai,2026-03-24,1,250000.0,0.4,150000.0
128,710,101,Mumbai,2025-07-22,3,250000.0,0.3,525000.0
129,150,104,Mumbai,2026-01-17,5,8000.0,0.4,24000.0
130,149,103,Chennai,2025-11-23,1,1300.0,0.15,1105.0
131,274,107,Bangalore,2026-01-06,1,50000.0,0.15,42500.0
132,173,109,Delhi,2025-06-07,2,65000.0,0.4,78000.0
134,702,108,Delhi,2025-09-30,1,15000.0,0.05,14250.0
135,362,101,Bangalore,2025-11-25,5,250000.0,0.2,1000000.0
136,863,101,Bangalore,2025-05-24,1,250000.0,0.15,212500.0
137,38,103,Bangalore,2026-02-08,4,1300.0,0.05,4940.0
138,432,103,Mumbai,2026-02-22,4,1300.0,0.4,3120.0
139,907,109,Hyderabad,2026-02-17,4,65000.0,0.05,247000.0
140,400,101,Chennai,2025-06-09,4,250000.0,0.1,900000.0
141,180,103,Bangalore,2025-11-07,4,1300.0,0.1,4680.0
142,137,107,Mumbai,2025-09-26,1,50000.0,0.15,42500.0
143,313,107,Delhi,2026-12-04,3,50000.0,0.35,97500.0
144,718,103,Delhi,2026-03-21,2,1300.0,0.1,2340.0
145,975,109,Hyderabad,2026-01-12,3,65000.0,0.1,175500.0
146,311,103,Bangalore,2025-10-29,2,1300.0,0.1,2340.0
147,111,107,Hyderabad,2025-09-08,4,50000.0,0.35,130000.0
148,139,104,Mumbai,2025-07-09,3,8000.0,0.25,18000.0
149,644,102,Delhi,2026-04-04,4,70000.0,0.2,224000.0
150,917,105,Hyderabad,2025-04-11,2,45000.0,0.4,54000.0
151,294,101,Hyderabad,2026-04-01,1,250000.0,0.4,150000.0
152,171,105,Hyderabad,2025-06-26,1,45000.0,0.3,31500.0
153,1,108,Hyderabad,2026-04-10,3,15000.0,0.15,38250.0
154,835,102,Delhi,2026-01-31,4,70000.0,0.3,196000.0
155,363,105,Delhi,2025-06-07,3,45000.0,0.1,121500.0
156,334,109,Chennai,2025-05-11,5,65000.0,0.3,227500.0
157,39,102,Hyderabad,2026-01-03,1,70000.0,0.25,52500.0
158,892,110,Mumbai,2026-02-17,4,45000.0,0.15,153000.0
159,570,103,Chennai,2025-05-08,1,1300.0,0.2,1040.0
160,152,109,Chennai,2025-06-06,3,65000.0,0.15,165750.0
161,944,104,Delhi,2025-08-29,3,8000.0,0.1,21600.0
162,197,103,Mumbai,2025-11-15,5,1300.0,0.25,4875.0
163,256,104,Chennai,2025-10-08,2,8000.0,0.15,13600.0
164,993,109,Bangalore,2025-04-21,2,65000.0,0.2,104000.0
165,525,106,Bangalore,2025-08-09,1,80000.0,0.05,76000.0
166,976,101,Chennai,2025-11-13,5,250000.0,0.25,937500.0
167,820,103,Delhi,2026-03-09,3,1300.0,0.2,3120.0
168,92,101,Chennai,2025-06-03,5,250000.0,0.25,937500.0
169,721,102,Mumbai,2025-10-31,5,70000.0,0.35,227500.0
170,893,110,Delhi,2025-04-29,4,45000.0,0.2,144000.0
171,871,102,Chennai,2026-01-20,3,70000.0,0.2,168000.0
172,5,103,Hyderabad,2025-04-16,5,1300.0,0.3,4550.0
173,368,107,Mumbai,2026-02-20,4,50000.0,0.3,140000.0
174,97,105,Bangalore,2025-10-09,2,45000.0,0.4,54000.0
175,22,110,Chennai,2025-09-13,5,45000.0,0.05,213750.0
176,260,107,Chennai,2025-09-20,5,50000.0,0.4,150000.0
177,164,107,Chennai,2025-09-04,4,50000.0,0.05,190000.0
178,288,102,Hyderabad,2025-08-07,4,70000.0,0.35,182000.0
179,565,105,Mumbai,2025-08-08,3,45000.0,0.2,108000.0
180,500,108,Bangalore,2025-12-23,5,15000.0,0.1,67500.0
181,693,108,Delhi,2025-11-27,4,15000.0,0.4,36000.0
182,749,109,Mumbai,2025-04-21,4,65000.0,0.1,234000.0
183,348,101,Chennai,2025-08-27,5,250000.0,0.25,937500.0
184,380,102,Hyderabad,2026-02-17,3,70000.0,0.3,147000.0
185,672,106,Delhi,2025-04-27,2,80000.0,0.4,96000.0
186,545,110,Hyderabad,2026-03-07,1,45000.0,0.3,31500.0
187,996,101,Hyderabad,2026-03-18,3,250000.0,0.2,600000.0
188,200,101,Delhi,2025-11-28,2,250000.0,0.3,350000.0
189,585,102,Delhi,2025-06-29,4,70000.0,0.25,210000.0
190,843,102,Bangalore,2025-10-07,3,70000.0,0.4,126000.0
191,552,107,Hyderabad,2025-04-26,2,50000.0,0.15,85000.0
192,744,109,Chennai,2026-03-07,2,65000.0,0.05,123500.0
193,243,101,Delhi,2025-07-10,2,250000.0,0.1,450000.0
194,56,103,Bangalore,2025-10-26,5,1300.0,0.3,4550.0
195,511,102,Hyderabad,2026-12-02,5,70000.0,0.1,315000.0
196,248,109,Hyderabad,2025-10-31,5,65000.0,0.25,243750.0
197,344,101,Chennai,2025-05-29,1,250000.0,0.2,200000.0
198,263,108,Hyderabad,2026-02-20,2,15000.0,0.25,22500.0
199,628,102,Chennai,2025-09-12,3,70000.0,0.15,178500.0
200,76,105,Chennai,2025-04-27,1,45000.0,0.4,27000.0
201,951,103,Mumbai,2025-12-16,3,1300.0,0.25,2925.0
202,362,108,Bangalore,2025-05-05,5,15000.0,0.05,71250.0
203,929,103,Delhi,2025-07-26,1,1300.0,0.35,845.0
204,988,107,Delhi,2025-09-27,4,50000.0,0.2,160000.0
205,288,104,Hyderabad,2025-08-06,3,8000.0,0.25,18000.0
206,258,106,Chennai,2025-11-24,5,80000.0,0.2,320000.0
207,710,108,Mumbai,2025-05-01,1,15000.0,0.25,11250.0
208,91,101,Bangalore,2025-07-09,5,250000.0,0.4,750000.0
209,392,108,Hyderabad,2026-02-23,3,15000.0,0.25,33750.0
210,261,110,Bangalore,2026-03-26,1,45000.0,0.05,42750.0
211,576,102,Delhi,2025-12-28,4,70000.0,0.35,182000.0
212,247,101,Bangalore,2025-06-02,3,250000.0,0.3,525000.0
213,659,110,Chennai,2025-11-13,3,45000.0,0.25,101250.0
214,81,105,Chennai,2025-07-13,5,45000.0,0.15,191250.0
215,904,101,Bangalore,2026-01-25,4,250000.0,0.35,650000.0
216,796,110,Bangalore,2026-03-29,4,45000.0,0.15,153000.0
217,763,110,Delhi,2026-04-08,5,45000.0,0.15,191250.0
218,774,101,Hyderabad,2025-09-17,1,250000.0,0.05,237500.0
219,560,102,Hyderabad,2025-04-07,5,70000.0,0.3,245000.0
220,107,105,Chennai,2026-04-07,1,45000.0,0.05,42750.0
221,298,109,Delhi,2026-02-15,3,65000.0,0.05,185250.0
222,953,103,Bangalore,2025-07-20,2,1300.0,0.25,1950.0
223,189,108,Chennai,2026-01-25,5,15000.0,0.15,63750.0
224,682,106,Delhi,2025-07-03,5,80000.0,0.35,260000.0
225,987,110,Delhi,2025-09-22,5,45000.0,0.3,157500.0
226,699,109,Mumbai,2025-05-05,5,65000.0,0.4,195000.0
227,154,104,Chennai,2026-03-17,2,8000.0,0.05,15200.0
228,911,102,Delhi,2025-10-26,2,70000.0,0.2,112000.0
229,207,105,Bangalore,2025-09-18,5,45000.0,0.15,191250.0
230,417,110,Delhi,2025-06-27,1,45000.0,0.25,33750.0
231,431,103,Bangalore,2025-07-12,4,1300.0,0.25,3900.0
232,54,110,Hyderabad,2025-07-08,5,45000.0,0.25,168750.0
233,107,108,Chennai,2026-01-24,4,15000.0,0.35,39000.0
234,320,107,Hyderabad,2025-09-30,4,50000.0,0.35,130000.0
235,597,106,Bangalore,2025-08-03,1,80000.0,0.1,72000.0
236,197,109,Mumbai,2026-02-17,3,65000.0,0.15,165750.0
237,97,105,Bangalore,2026-01-22,5,45000.0,0.05,213750.0
238,747,106,Bangalore,2026-04-14,2,80000.0,0.2,128000.0
239,363,103,Delhi,2025-05-28,4,1300.0,0.15,4420.0
240,14,108,Hyderabad,2025-09-15,1,15000.0,0.25,11250.0
241,305,107,Delhi,2025-07-08,4,50000.0,0.3,140000.0
242,307,106,Chennai,2025-12-13,1,80000.0,0.2,64000.0
243,827,108,Delhi,2026-04-15,5,15000.0,0.25,56250.0
244,556,105,Mumbai,2026-02-13,2,45000.0,0.35,58500.0
245,610,106,Chennai,2025-07-16,4,80000.0,0.2,256000.0
246,114,104,Mumbai,2025-09-21,5,8000.0,0.25,30000.0
247,876,103,Chennai,2026-01-17,3,1300.0,0.25,2925.0
248,724,101,Chennai,2026-03-21,1,250000.0,0.4,150000.0
249,585,108,Delhi,2026-02-26,5,15000.0,0.2,60000.0
250,407,110,Mumbai,2025-06-26,1,45000.0,0.1,40500.0
251,588,110,Delhi,2025-06-18,4,45000.0,0.05,171000.0
252,780,101,Delhi,2025-10-27,5,250000.0,0.15,1062500.0
253,45,105,Delhi,2025-08-27,3,45000.0,0.2,108000.0
254,297,106,Delhi,2025-07-24,5,80000.0,0.2,320000.0
255,705,105,Hyderabad,2025-05-31,4,45000.0,0.4,108000.0
256,900,106,Bangalore,2025-12-11,2,80000.0,0.05,152000.0
257,596,106,Chennai,2025-08-23,3,80000.0,0.2,192000.0
258,41,109,Delhi,2026-01-16,3,65000.0,0.1,175500.0
259,41,106,Delhi,2025-05-24,1,80000.0,0.1,72000.0
260,67,109,Chennai,2025-08-20,4,65000.0,0.3,182000.0
261,425,102,Hyderabad,2026-02-28,3,70000.0,0.25,157500.0
262,102,110,Mumbai,2025-12-01,2,45000.0,0.25,67500.0
263,778,104,Mumbai,2025-12-19,2,8000.0,0.25,12000.0
264,738,104,Chennai,2025-08-04,2,8000.0,0.35,10400.0
265,217,106,Bangalore,2025-07-29,5,80000.0,0.4,240000.0
266,688,106,Mumbai,2025-06-16,1,80000.0,0.2,64000.0
267,255,102,Bangalore,2025-12-19,3,70000.0,0.25,157500.0
268,869,104,Mumbai,2025-10-04,3,8000.0,0.05,22800.0
269,571,105,Chennai,2025-07-04,5,45000.0,0.2,180000.0
270,150,109,Mumbai,2026-05-04,4,65000.0,0.05,247000.0
271,573,107,Chennai,2025-06-28,3,50000.0,0.4,90000.0
272,250,107,Mumbai,2025-05-26,3,50000.0,0.25,112500.0
273,297,106,Delhi,2026-01-26,4,80000.0,0.2,256000.0
274,835,101,Delhi,2025-08-22,5,250000.0,0.25,937500.0
275,433,103,Bangalore,2025-06-26,1,1300.0,0.1,1170.0
276,653,103,Mumbai,2025-07-14,4,1300.0,0.05,4940.0
277,667,102,Bangalore,2025-12-05,1,70000.0,0.25,52500.0
278,416,106,Bangalore,2025-08-29,5,80000.0,0.35,260000.0
279,120,106,Delhi,2025-11-21,4,80000.0,0.1,288000.0
280,929,108,Delhi,2025-06-18,5,15000.0,0.4,45000.0
281,967,109,Hyderabad,2025-11-22,2,65000.0,0.25,97500.0
282,341,106,Mumbai,2025-08-12,1,80000.0,0.05,76000.0
283,477,105,Hyderabad,2025-10-23,3,45000.0,0.3,94500.0
284,769,110,Bangalore,2025-07-11,5,45000.0,0.25,168750.0
285,398,103,Bangalore,2025-04-19,1,1300.0,0.15,1105.0
286,736,106,Delhi,2026-01-02,4,80000.0,0.1,288000.0
287,630,107,Hyderabad,2025-06-06,5,50000.0,0.25,187500.0
288,252,107,Hyderabad,2026-08-01,3,50000.0,0.35,97500.0
289,694,106,Hyderabad,2025-11-05,4,80000.0,0.35,208000.0
290,165,103,Hyderabad,2026-04-04,1,1300.0,0.4,780.0
291,961,106,Hyderabad,2026-02-12,1,80000.0,0.25,60000.0
292,879,106,Mumbai,2026-03-23,5,80000.0,0.3,280000.0
293,291,101,Mumbai,2025-05-10,1,250000.0,0.35,162500.0
294,159,106,Delhi,2025-05-11,5,80000.0,0.2,320000.0
295,296,107,Bangalore,2026-02-05,4,50000.0,0.4,120000.0
296,636,106,Mumbai,2025-12-09,3,80000.0,0.35,156000.0
297,843,109,Bangalore,2025-09-27,5,65000.0,0.4,195000.0
298,435,109,Delhi,2025-06-15,3,65000.0,0.4,117000.0
299,346,110,Bangalore,2025-01-10,4,45000.0,0.3,126000.0
300,820,102,Delhi,2026-02-07,1,70000.0,0.15,59500.0
301,204,108,Chennai,2025-06-23,5,15000.0,0.2,60000.0
302,978,103,Delhi,2025-08-23,4,1300.0,0.05,4940.0
303,891,102,Hyderabad,2025-12-07,5,70000.0,0.2,280000.0
304,21,109,Hyderabad,2026-01-12,4,65000.0,0.1,234000.0
305,313,104,Delhi,2025-10-31,3,8000.0,0.4,14400.0
306,597,101,Bangalore,2026-01-27,3,250000.0,0.05,712500.0
307,264,103,Bangalore,2025-07-22,5,1300.0,0.2,5200.0
308,4,103,Chennai,2025-06-14,1,1300.0,0.25,975.0
309,360,104,Hyderabad,2025-04-30,2,8000.0,0.25,12000.0
310,524,107,Mumbai,2026-01-20,4,50000.0,0.35,130000.0
311,619,110,Mumbai,2025-06-24,2,45000.0,0.15,76500.0
312,318,109,Bangalore,2026-01-13,5,65000.0,0.15,276250.0
313,520,101,Mumbai,2025-06-12,4,250000.0,0.4,600000.0
314,716,106,Delhi,2025-09-24,4,80000.0,0.05,304000.0
315,762,108,Mumbai,2025-09-05,3,15000.0,0.05,42750.0
316,640,101,Bangalore,2025-10-11,2,250000.0,0.3,350000.0
317,848,101,Hyderabad,2025-10-28,1,250000.0,0.25,187500.0
318,472,105,Chennai,2025-12-04,1,45000.0,0.25,33750.0
319,90,107,Chennai,2025-04-11,5,50000.0,0.35,162500.0
320,713,102,Hyderabad,2025-10-26,4,70000.0,0.2,224000.0
321,718,108,Delhi,2025-06-13,1,15000.0,0.35,9750.0
322,822,104,Hyderabad,2025-11-20,4,8000.0,0.1,28800.0
323,138,103,Bangalore,2026-03-31,4,1300.0,0.05,4940.0
324,506,108,Delhi,2025-10-13,3,15000.0,0.05,42750.0
325,176,102,Chennai,2025-11-16,5,70000.0,0.2,280000.0
326,805,102,Delhi,2025-08-12,5,70000.0,0.35,227500.0
327,599,101,Mumbai,2025-11-26,1,250000.0,0.25,187500.0
328,771,105,Bangalore,2025-03-07,4,45000.0,0.15,153000.0
329,960,104,Delhi,2025-12-26,1,8000.0,0.4,4800.0
330,6,105,Hyderabad,2025-04-26,5,45000.0,0.1,202500.0
331,381,103,Hyderabad,2025-09-09,1,1300.0,0.3,910.0
332,970,101,Delhi,2025-10-08,3,250000.0,0.4,450000.0
333,220,104,Bangalore,2025-05-20,1,8000.0,0.05,7600.0
334,55,104,Bangalore,2025-10-09,3,8000.0,0.3,16800.0
335,524,110,Mumbai,2025-12-27,2,45000.0,0.05,85500.0
336,690,105,Delhi,2025-12-26,3,45000.0,0.3,94500.0
337,393,104,Mumbai,2025-12-03,5,8000.0,0.15,34000.0
338,652,109,Delhi,2025-10-10,4,65000.0,0.1,234000.0
340,335,105,Mumbai,2025-08-19,5,45000.0,0.4,135000.0
341,471,101,Chennai,2026-03-03,5,250000.0,0.25,937500.0
342,823,109,Bangalore,2026-03-29,1,65000.0,0.3,45500.0
343,340,110,Chennai,2025-11-11,2,45000.0,0.15,76500.0
344,596,104,Chennai,2025-11-19,2,8000.0,0.2,12800.0
345,941,107,Bangalore,2025-08-23,3,50000.0,0.4,90000.0
346,183,107,Hyderabad,2025-11-20,3,50000.0,0.2,120000.0
347,415,104,Delhi,2025-11-16,5,8000.0,0.25,30000.0
348,436,101,Hyderabad,2025-10-31,4,250000.0,0.35,650000.0
349,235,102,Mumbai,2026-02-27,2,70000.0,0.15,119000.0
350,921,110,Mumbai,2026-04-07,5,45000.0,0.15,191250.0
351,252,109,Hyderabad,2026-04-09,2,65000.0,0.25,97500.0
352,991,105,Hyderabad,2025-06-24,3,45000.0,0.25,101250.0
353,775,108,Chennai,2026-05-02,3,15000.0,0.15,38250.0
354,746,102,Bangalore,2025-08-18,4,70000.0,0.1,252000.0
355,347,104,Delhi,2026-04-16,2,8000.0,0.4,9600.0
356,155,103,Hyderabad,2026-06-03,5,1300.0,0.05,6175.0
357,631,107,Bangalore,2025-10-25,4,50000.0,0.3,140000.0
358,157,104,Bangalore,2025-09-08,1,8000.0,0.1,7200.0
359,263,108,Hyderabad,2025-08-17,4,15000.0,0.15,51000.0
360,311,102,Bangalore,2025-10-24,5,70000.0,0.4,210000.0
361,916,108,Chennai,2025-06-12,5,15000.0,0.2,60000.0
362,350,109,Chennai,2025-04-20,2,65000.0,0.4,78000.0
363,329,108,Mumbai,2025-09-09,4,15000.0,0.15,51000.0
364,411,108,Hyderabad,2025-05-25,3,15000.0,0.05,42750.0
365,263,107,Hyderabad,2025-07-23,3,50000.0,0.3,105000.0
366,272,110,Delhi,2025-12-22,2,45000.0,0.25,67500.0
367,749,104,Mumbai,2025-05-19,5,8000.0,0.15,34000.0
368,129,103,Bangalore,2025-10-02,3,1300.0,0.25,2925.0
369,64,101,Mumbai,2025-06-11,5,250000.0,0.3,875000.0
370,807,102,Mumbai,2026-08-01,3,70000.0,0.15,178500.0
371,561,107,Mumbai,2025-05-15,2,50000.0,0.4,60000.0
372,650,104,Hyderabad,2025-03-09,4,8000.0,0.15,27200.0
373,553,103,Mumbai,2026-04-03,1,1300.0,0.15,1105.0
374,691,106,Mumbai,2025-07-20,3,80000.0,0.25,180000.0
375,940,104,Chennai,2025-05-25,4,8000.0,0.15,27200.0
376,687,104,Hyderabad,2025-01-11,4,8000.0,0.35,20800.0
377,617,108,Delhi,2026-02-28,1,15000.0,0.3,10500.0
378,915,101,Delhi,2026-04-02,3,250000.0,0.15,637500.0
379,629,101,Delhi,2026-03-26,4,250000.0,0.1,900000.0
380,417,104,Delhi,2026-01-27,3,8000.0,0.05,22800.0
381,263,110,Hyderabad,2026-02-21,1,45000.0,0.15,38250.0
382,538,104,Bangalore,2025-08-07,3,8000.0,0.2,19200.0
383,955,106,Bangalore,2025-12-01,4,80000.0,0.1,288000.0
384,158,109,Delhi,2025-11-20,1,65000.0,0.3,45500.0
385,550,106,Chennai,2026-03-03,2,80000.0,0.2,128000.0
386,10,108,Delhi,2026-08-02,4,15000.0,0.1,54000.0
387,808,109,Mumbai,2025-05-04,2,65000.0,0.05,123500.0
388,599,101,Mumbai,2025-06-10,1,250000.0,0.05,237500.0
389,665,101,Delhi,2026-03-29,1,250000.0,0.25,187500.0
390,926,102,Hyderabad,2025-11-30,4,70000.0,0.05,266000.0
391,361,107,Delhi,2025-08-22,5,50000.0,0.25,187500.0
392,667,105,Bangalore,2026-01-02,3,45000.0,0.15,114750.0
393,945,102,Hyderabad,2026-04-02,2,70000.0,0.25,105000.0
394,164,107,Chennai,2025-12-31,1,50000.0,0.1,45000.0
395,195,103,Bangalore,2026-03-07,1,1300.0,0.2,1040.0
396,81,109,Chennai,2025-08-09,1,65000.0,0.3,45500.0
397,994,110,Mumbai,2025-11-23,3,45000.0,0.2,108000.0
398,953,101,Bangalore,2025-06-19,2,250000.0,0.2,400000.0
399,163,102,Mumbai,2026-01-20,1,70000.0,0.3,49000.0
400,992,108,Hyderabad,2026-01-26,5,15000.0,0.2,60000.0
401,793,108,Hyderabad,2025-07-16,4,15000.0,0.2,48000.0
402,222,102,Delhi,2025-12-11,2,70000.0,0.4,84000.0
403,122,105,Delhi,2025-12-24,1,45000.0,0.25,33750.0
404,458,102,Hyderabad,2025-05-04,5,70000.0,0.25,262500.0
405,990,109,Hyderabad,2025-11-22,3,65000.0,0.05,185250.0
406,53,107,Hyderabad,2025-07-14,1,50000.0,0.1,45000.0
407,177,107,Chennai,2026-01-09,5,50000.0,0.35,162500.0
